Taxon	Species	Genus	Family	Museum Number	Locality	Formation	Age		Lithology	Grain Size	Specimen Info. I eventually stopped recording this.	Publication. I also eventually stopped recording this.	Notes	Preservational State/Notes	More Notes	Strat Citation		Subperiod	*For questions or copies of photographs corresponding to specimens contact J. Thompson
Lepidesthes alta	alta	Lepidesthes	Lepidesthidae	USNM 80554	"Highland Rim, W.of Nashville, Tennessee"	Base of St. Louis or Warsaw	Visean		?	?	Whole Test	"Kier,1958"						Mississippian	
Lovenechinus missouriensis	missouriensis	Lovenechinus	Palaechinidae	USNM S3841	"Burlington, Iowa"	Burlington Limestone	Tournaisian		Carbonate	Packstone	Whole Test	"Jackson, 1912"	"Coarse Grained, Upper Burlington Limestone"			"Heckel, 2005"		Mississippian	
Lovenechinus septies	septies	Lovenechinus	Palaechinidae	USNM S3845	"Booneville, Missouri"	Warsaw Formation	Visean		?	Fine Grained	Whole Test	"Jackson, 1912"				Brenckle et al. 2005		Mississippian	
Lovenechinus nobilis	nobilis	Lovenechinus	Palaechinidae	USNM 33277	"Calhoun, Co. Illinois"	Burlington Limestone	Tournaisian		Carbonate	?	Whole Test	"Jackson, 1912"	Burlington Formation			"Heckel, 2005"		Mississippian	
Maccoya burlingtonensis	burlingtonensis	Maccoya	Palaechinidae	USNM S3840b	"Burlington, Iowa"	Burlington Limestone	Tournaisian		Carbonate	Packstone	Partial Test	"Jackson, 1912"	Upper Burlington Limestone			"Heckel, 2005"		Mississippian	
Maccoya burlingtonensis	burlingtonensis	Maccoya	Palaechinidae	USNM S3840a	"Burlington, Iowa"	Burlington Limestone	Tournaisian		Carbonate	Packstone	Partial Test	"Jackson, 1912"	Upper Burlington Limestone			"Heckel, 2005"		Mississippian	
Melonechinus multiporus	multiporus	Melonechinus	Palaechinidae	USNM S3851a	"St. Louis, Missouri"	St. Louis Limestone	Visean		Carbonate	Wackestone	Partial Test	"Klem, 1904, Jackson, 1912"				"Lane and Brenckle, 2005"		Mississippian	
Melonechinus multiporus	multiporus	Melonechinus	Palaechinidae	USNM S3851e	"St. Louis, Missouri"	St. Louis Limestone	Visean		Carbonate	Wackestone	Whole Test	"Klem, 1904, Jackson, 1912"				"Lane and Brenckle, 2005"		Mississippian	
Melonechinus multiporus	multiporus	Melonechinus	Palaechinidae	USNM S3851H	"St. Louis, Missouri"	St. Louis Limestone	Visean		Carbonate	?	Whole Test	"Klem, 1904, Jackson, 1912"				"Lane and Brenckle, 2005"		Mississippian	
Melonechinus multiporus	multiporus	Melonechinus	Palaechinidae	USNM S3851c	"St. Louis, Missouri"	St. Louis Limestone	Visean		Carbonate	?	Whole Test	"Klem, 1904, Jackson, 1912"				"Lane and Brenckle, 2005"		Mississippian	
Melonechinus multiporus	multiporus	Melonechinus	Palaechinidae	USNM S3851d	"St. Louis, Missouri"	St. Louis Limestone	Visean		Carbonate	?	Whole Test	"Klem, 1904, Jackson, 1912"				"Lane and Brenckle, 2005"		Mississippian	
Melonechinus irregularis (multiporus?)	multiporus	Melonechinus	Palaechinidae	USNM S3851b	"St. Louis, Missouri"	St. Louis Limestone	Visean		Carbonate	?	Whole Test	"Hambach, 1884, Jackson, 1912"				"Lane and Brenckle, 2005"		Mississippian	
Melonechinus crassus	crassus	Melonechinus	Palaechinidae	USNM S3850	"St. Louis, Missouri"	St. Louis Limestone	Visean		Carbonate	?	Whole Test	"Jackson, 1912"				"Lane and Brenckle, 2005"		Mississippian	
Melonechinus springeri	springeri	Melonechinus	Palaechinidae	USNM S3854	"Elizabethtown, Kentucky"	St. Louis Limestone	Visean		?	?	Whole Test	"Jackson, 1912"				"Lane and Brenckle, 2005"		Mississippian	
Melonechinus giganteus	giganteus	Melonechinus	Palaechinidae	USNM 42340	"Clarksville, Tennessee"	St. Louis Limestone	Visean		?	?	Partial Test	"Jackson, 1912"				"Lane and Brenckle, 2005"		Mississippian	
Oligoporus danae	danae	Oligoporus	Palaechinidae	USNM S3847	"Jersey County, Illinois"	Keokuk Limestone	Visean		Carbonate	Packstone	Partial Test	"Jackson, 1912"				"Lane and Brenckle, 2005"		Mississippian	
Oligoporus parvus	parvus	Oligoporus	Palaechinidae	USNM S3853	"St. Louis, Missouri"	St. Louis Limestone	Visean		Carbonate	Fine Grained	Partial Test	none				"Lane and Brenckle, 2005"		Mississippian	
Oligoporus halli	halli	Oligoporus	Palaechinidae	USNM S3849	"Booneville, Missouri"	Warsaw Formation	Visean		?	?	Whole Test	"Jackson, 1912"				Brenckle et al. 2005		Mississippian	
Oligoporus (lovenechinus) mutatus	mutatus	Lovenechinus	Palaechinidae	USNM S4297	"Keokuk, Iowa"	Keokuk Limestone	Visean		Carbonate	Fine Grained	Whole Test	Keyes ____				"Lane and Brenckle, 2005"		Mississippian	
Lepidocidaris squamosa	squamosa	Lepidocidaris	Archaeocidaridae	USNM S3836b	"Burlington, Iowa"	Burlington Limestone	Tournaisian		Carbonate	Grainstone	Whole Test	"Jackson, 1912"	Lower Burlington Limestone			"Heckel, 2005"		Mississippian	
Lepidocidaris squamosa	squamosa	Lepidocidaris	Archaeocidaridae	USNM S3836c	"Burlington, Iowa"	Burlington Limestone	Tournaisian		Carbonate	Grainstone	Whole Test	"Jackson, 1913"	Lower Burlington Limestone			"Heckel, 2005"		Mississippian	
Lepidocidaris squamosa	squamosa	Lepidocidaris	Archaeocidaridae	USNM S3836d	"Burlington, Iowa"	Burlington Limestone	Tournaisian		Carbonate	Grainstone	Whole Test	"Jackson, 1914"	Lower Burlington Limestone			"Heckel, 2005"		Mississippian	
Lepidocidaris squamosa	squamosa	Lepidocidaris	Archaeocidaridae	USNM S3836e	"Burlington, Iowa"	Burlington Limestone	Tournaisian		Carbonate	Grainstone		"Jackson, 1915"	Lower Burlington Limestone			"Heckel, 2005"		Mississippian	
Lepidocidaris squamosa	squamosa	Lepidocidaris	Archaeocidaridae	USNM S3836f	"Burlington, Iowa"	Burlington Limestone	Tournaisian		Carbonate	Grainstone		"Jackson, 1916"	Lower Burlington Limestone			"Heckel, 2005"		Mississippian	
Lepidocidaris squamosa	squamosa	Lepidocidaris	Archaeocidaridae	USNM S3836g	"Burlington, Iowa"	Burlington Limestone	Tournaisian		Carbonate	Grainstone		"Jackson, 1917"	Lower Burlington Limestone			"Heckel, 2005"		Mississippian	
Lepidocidaris squamosa	squamosa	Lepidocidaris	Archaeocidaridae	USNM S3836h	"Burlington, Iowa"	Burlington Limestone	Tournaisian		Carbonate	Grainstone		"Jackson, 1918"	Lower Burlington Limestone			"Heckel, 2005"		Mississippian	
Lepidocidaris squamosa	squamosa	Lepidocidaris	Archaeocidaridae	USNM S3836i	"Burlington, Iowa"	Burlington Limestone	Tournaisian		Carbonate	Grainstone		"Jackson, 1919"	Lower Burlington Limestone			"Heckel, 2005"		Mississippian	
Lepidocidaris squamosa	squamosa	Lepidocidaris	Archaeocidaridae	USNM S3836j	"Burlington, Iowa"	Burlington Limestone	Tournaisian		Carbonate	Grainstone		"Jackson, 1920"	Lower Burlington Limestone			"Heckel, 2005"		Mississippian	
Lepidocidaris squamosa	squamosa	Lepidocidaris	Archaeocidaridae	USNM S3836k	"Burlington, Iowa"	Burlington Limestone	Tournaisian		Carbonate	Grainstone		"Jackson, 1921"	Lower Burlington Limestone			"Heckel, 2005"		Mississippian	
Lepidocidaris squamosa	squamosa	Lepidocidaris	Archaeocidaridae	USNM S3836a	"Burlington, Iowa"	Burlington Limestone	Tournaisian		Carbonate	Grainstone		"Jackson, 1922"	Lower Burlington Limestone			"Heckel, 2005"		Mississippian	
Archaeocidaris sp.	sp.	Archaeocidaris	Archaeocidaridae	USNM 8087	"Hamilton, Illinois"	Keokuk Limestone	Visean		Carbonate	Packstone	Smashed test	None				"Lane and Brenckle, 2005"		Mississippian	
Archaeocidaris hemispinifera	hemispinifera	Archaeocidaris	Archaeocidaridae	?	"Quarry Northwest of Moulton Alabama, Se 1/4, Ne 1/4 Sec 30, T6S, R8W Moulton Quad"	Bangor Limestone	Visean or Serpukhovian		Carbonate	Packstone		None				Zeng et al. 2013		Mississippian	
Archaeocidaris sp.	sp.	Archaeocidaris	Archaeocidaridae	USNM Acc 270851a	"Bangor, Alabama"	Bangor Limestone	Visean or Serpukhovian		Carbonate	Packstone		None	"About 20-30 ft. above the Hartselle ss. Low road, cut on B&O Drive about 2 mi. West of Highway 31, Bangor, Blount Co., Alabama Central Southern 1/2, SE 1/4, Sec 22, T125, R2W Nectar Quadrangle, Alabama"			Zeng et al. 2013		Mississippian	
Lepidesthes sp.	sp.	Lepidesthes	Lepidesthidae	USNM Acc 270851b	"Sh. Zone about 20 ft above floor of old quarry about 2.5 miles SE of Turney Crossroads and 2.5 Miles South of intersection Alabama Highways 36 and 67. Center of line between NE 1/4 sec 20 and NW 1/4, Sec 21, T7S, R2W, Somerville Quadrangle Alabama"	Bangor Limestone	Visean or Serpukhovian		Carbonate	Wackestone		None	"About 20-30 ft. above the Hartselle ss. Low road, cut on B&O Drive about 2 mi. West of Highway 31, Bangor, Blount Co., Alabama Central Southern 1/2, SE 1/4, Sec 22, T125, R2W Nectar Quadrangle, Alabama"			Zeng et al. 2013		Mississippian	
Archaeocidaris sp.	sp.	Archaeocidaris	Archaeocidaridae	USNM Acc 270851c	"Sh. Zone about 20 ft above floor of old quarry about 2.5 miles SE of Turney Crossroads and 2.5 Miles South of intersection Alabama Highways 36 and 67. Center of line between NE 1/4 sec 20 and NW 1/4, Sec 21, T7S, R2W, Somerville Quadrangle Alabama"	Bangor Limestone	Visean or Serpukhovian		Carbonate	Packstone		None				Zeng et al. 2013		Mississippian	
Lepidesthes sp. 	sp.	Lepidesthes	Lepidesthidae	USNM Acc 270851d	"Bangor, Alabama"	Bangor Limestone	Visean or Serpukhovian		Carbonate	Wackestone		None	"2 Mi. Southeast of Bangor Alabama. SW 1/4, Sec 22, T12S R2W, Nectar Quadrangle, about 20 ft above Hartselle Sandstone"			Zeng et al. 2013		Mississippian	
Archaeocidaris aliguantula?	aliquantula	Archaeocidaris	Archaeocidaridae	USNM 6275	"Gilmore City, Iowa"	Gilmore City Formation	Tournaisian		Carbonate	Grainstone		None	"2 Mi. Southeast of Bangor Alabama. SW 1/4, Sec 22, T12S R2W, Nectar Quadrangle, about 20 ft above Hartselle Sandstone"					Mississippian	
Archaeocidaris hemispinifera	hemispinifera	Archaeocidaris	Archaeocidaridae	USNM 8048	"Pulaski County, Kentucky"	"""Glen Dean"""	Serpukhovian		Carbonate	Wackestone		None				Sheng et al. 2017		Mississippian	
Pholidocidaris irregularis?	irregularis	Pholidocidaris	Proterocidaridae	AMNH 7242	"Keokuk, Iowa"	Keokuk Limestone	Visean		Carbonate	Wackestone	Disarticulated test	None				"Lane and Brenckle, 2005"		Mississippian	
Pholidechinus brauni	brauni	Pholidechinus	Lepidocentridae	AMNH 7243	"Crawfordsville, Indiana"	Edwardsville Formation	Visean		Siliciclastic	Siltstone	Test	None				"Ausich and Kammer, 2012"		Mississippian	
Archaeocidaris wortheni	wortheni	Archaeocidaris	Archaeocidaridae	AMNH 7747-1a	"St. Louis, Missouri"	St. Louis Limestone	Visean		Carbonate	Wackestone	Test	None	near St. Louis Missouri			"Lane and Brenckle, 2005"		Mississippian	
Archaeocidaris wortheni	wortheni	Archaeocidaris	Archaeocidaridae	AMNH 7747-1b	"St. Louis, Missouri"	St. Louis Limestone	Visean		Carbonate	Wackestone	Test	None	near St. Louis Missouri			"Lane and Brenckle, 2005"		Mississippian	
Archaeocidaris wortheni	wortheni	Archaeocidaris	Archaeocidaridae	AMNH 7747-2	"St. Louis, Missouri"	St. Louis Limestone	Visean		Carbonate	Wackestone	Test	None	Bremen quarry near St. Louis Missouri			"Lane and Brenckle, 2005"		Mississippian	
Archaeocidaris wortheni	wortheni	Archaeocidaris	Archaeocidaridae	AMNH 7747-1c	"St. Louis, Missouri"	St. Louis Limestone	Visean		Carbonate	Wackestone	Test	None	near St. Louis Missouri			"Lane and Brenckle, 2005"		Mississippian	
Archaeocidaris wortheni	wortheni	Archaeocidaris	Archaeocidaridae	AMNH 7747-1d	"St. Louis, Missouri"	St. Louis Limestone	Visean		Carbonate	Wackestone	Test	None	near St. Louis Missouri			"Lane and Brenckle, 2005"		Mississippian	
Archaeocidaris wortheni	wortheni	Archaeocidaris	Archaeocidaridae	AMNH 7747-1e	"St. Louis, Missouri"	St. Louis Limestone	Visean		Carbonate	Wackestone	Test	None	near St. Louis Missouri			"Lane and Brenckle, 2005"		Mississippian	
Archaeocidaris wortheni	wortheni	Archaeocidaris	Archaeocidaridae	AMNH 7747-1f	"St. Louis, Missouri"	St. Louis Limestone	Visean		Carbonate	Wackestone	Test	None	near St. Louis Missouri			"Lane and Brenckle, 2005"		Mississippian	
Archaeocidaris wortheni	wortheni	Archaeocidaris	Archaeocidaridae	AMNH 32893	"St. Louis, Missouri"	St. Louis Limestone	Visean		Carbonate	Wackestone	Test	"Syntype. Hall 1858, Jackson, 1896"	near St. Louis Missouri			"Lane and Brenckle, 2005"		Mississippian	
Archaeocidaris wortheni	wortheni	Archaeocidaris	Archaeocidaridae	AMNH 32896a	"St. Louis, Missouri"	St. Louis Limestone	Visean		Carbonate	Wackestone	Test	"Syntype. Hall 1858, Jackson, 1896"	near St. Louis Missouri			"Lane and Brenckle, 2005"		Mississippian	
Archaeocidaris wortheni	wortheni	Archaeocidaris	Archaeocidaridae	AMNH 32896b	"St. Louis, Missouri"	St. Louis Limestone	Visean		Carbonate	Wackestone	Test	"Syntype. Hall 1858, Jackson, 1896"	near St. Louis Missouri			"Lane and Brenckle, 2005"		Mississippian	
Archaeocidaris wortheni	wortheni	Archaeocidaris	Archaeocidaridae	AMNH 32896c	"St. Louis, Missouri"	St. Louis Limestone	Visean		Carbonate	Wackestone	Test	"Syntype. Hall 1858, Jackson, 1896"	near St. Louis Missouri			"Lane and Brenckle, 2005"		Mississippian	
LEPIDOCENTRUS WHITFIELDI	whitfieldi	Lepidocentrotus	Lepidocentridae	AMNH 6391	"Licking County, Ohio"	Waverly Group	Tournaisian or Visean		Siliciclastic	Siltstone		"Syntype. Hall 1858, Jackson, 1896, 1912"				"Franklin, 1961"		Mississippian	
Melonites septenarius	septenarius	Melonechinus	Palaechinidae	AMNH F1 7517	"Buzzard's Roost, Lower Limestone, Franklin County, Alabama"	Warsaw Formation	Visean		Carbonate	?	Test	"holotype. Jackson, 1896"		Chert		Brenckle et al. 2005		Mississippian	
Oligoporus sp.	sp.	Oligoporus	Palaechinidae	AMNh F1 7245	"Keokuk, Iowa"	Keokuk Limestone	Visean		Carbonate	Wackestone		"Figd, Jackson, 1896"	"near Keokuk, Iowa"			"Lane and Brenckle, 2005"		Mississippian	
Melonechinus multiporus	multiporus	Melonechinus	Palaechinidae	AMNH 7745	"St. Louis, Missouri"	St. Louis Limestone	Visean		Carbonate	?			Bremen quarry near St. Louis Missouri			"Lane and Brenckle, 2005"		Mississippian	
Melonechinus multiporus	multiporus	Melonechinus	Palaechinidae	99313a (Old number= in lot 7745)	"St. Louis, Missouri"	St. Louis Limestone	Visean		Carbonate	Wackestone			Bremen quarry near St. Louis Missouri			"Lane and Brenckle, 2005"		Mississippian	
Melonechinus multiporus	multiporus	Melonechinus	Palaechinidae	99313b (Old number= in lot 7745)	"St. Louis, Missouri"	St. Louis Limestone	Visean		Carbonate	Wackestone			Bremen quarry near St. Louis Missouri			"Lane and Brenckle, 2005"		Mississippian	
Melonechinus multiporus	multiporus	Melonechinus	Palaechinidae	99313c (Old number= in lot 7745)	"St. Louis, Missouri"	St. Louis Limestone	Visean		Carbonate	Wackestone			Bremen quarry near St. Louis Missouri			"Lane and Brenckle, 2005"		Mississippian	
Melonechinus multiporus	multiporus	Melonechinus	Palaechinidae	99313d (Old number= in lot 7745)	"St. Louis, Missouri"	St. Louis Limestone	Visean		Carbonate	Wackestone			Bremen quarry near St. Louis Missouri			"Lane and Brenckle, 2005"		Mississippian	
Archaeocidaris sp.	sp.	Archaeocidaris	Archaeocidaridae	AMNH 7244a	"Warsaw, Illinois"	Keokuk Limestone	Visean		Carbonate	Wackestone	Catalogued as Archaeocidaris keokuk		"Lower Archimedes, Keokuk, Mississippian"			"Lane and Brenckle, 2005"		Mississippian	
Archaeocidaris sp.	sp.	Archaeocidaris	Archaeocidaridae	AMNH 7244b	"Warsaw, Illinois"	Keokuk Limestone	Visean		Carbonate	Wackestone	Catalogued as Archaeocidaris keokuk		"Lower Archimedes, Keokuk, Mississippian"			"Lane and Brenckle, 2005"		Mississippian	
Pholidocidaris sp.	sp.	Pholidocidaris	Proterocidaridae	AMNH 99314 (used to be in lot 7244)	"Warsaw, Illinois"	Keokuk Limestone	Visean		Carbonate	Wackestone			"Lower Archimedes, Keokuk, Mississippian"			"Lane and Brenckle, 2005"		Mississippian	
Archaeocidaris norwoodi	norwoodi	Archaeocidaris	Archaeocidaridae	AMNH 7861	"Mouth of Oil Creek, Indiana"	Chester Limestone	Serpukhovian		Carbonate	Wackestone								Mississippian	
Archaeocidaris sp.	sp.	Archaeocidaris	Archaeocidaridae	AMNH 7748	"Johnson's Landing, Illinois"	St. Louis Limestone	Visean		Carbonate	Wackestone	Catalogued as Archaeocidaris shumardiana					"Lane and Brenckle, 2005"		Mississippian	
Archaeocidaris sp.	sp.	Archaeocidaris	Archaeocidaridae	AMNH 7861	"Chester, Illinois"	Chester Limestone	Serpukhovian		Carbonate	Wackestone	Catalogued as Archaeocidaris norwoodi							Mississippian	
Archaeocidaris sp.	sp.	Archaeocidaris	Archaeocidaridae	AMNH 7516a	"Warsaw, Illinois"	Warsaw Formation	Visean		Carbonate	Packstone	Catalogued as Archaeocidaris wortheni? 		"Upper Archimedes, Warsaw"			Brenckle et al. 2005		Mississippian	
Archaeocidaris sp.	sp.	Archaeocidaris	Archaeocidaridae	AMNH 7516b	"Warsaw, Illinois"	Warsaw Formation	Visean		Carbonate	Packstone	Catalogued as Archaeocidaris wortheni? 		"Upper Archimedes, Warsaw"			Brenckle et al. 2005		Mississippian	
Archaeocidaris wortheni	wortheni	Archaeocidaris	Archaeocidaridae	AMNH 7747-3a	"St. Louis, Missouri"	St. Louis Limestone	Visean		Carbonate	?			"near St. Louis, Missouri"			"Lane and Brenckle, 2005"		Mississippian	
Archaeocidaris wortheni	wortheni	Archaeocidaris	Archaeocidaridae	AMNH 7747-3b	"St. Louis, Missouri"	St. Louis Limestone	Visean		Carbonate	?			"near St. Louis, Missouri"			"Lane and Brenckle, 2005"		Mississippian	
Archaeocidaris wortheni	wortheni	Archaeocidaris	Archaeocidaridae	AMNH 7747-3c	"St. Louis, Missouri"	St. Louis Limestone	Visean		Carbonate	?			"near St. Louis, Missouri"			"Lane and Brenckle, 2005"		Mississippian	
Archaeocidarid indet	?	?	Archaeocidaridae	AMNH 8232	"near Winterset, Iowa"	Coal Measures	?		Carbonate	Wackestone	Catalogued as Archaeocidaris? so.							?	
Melonechinus multiporus	multiporus	Melonechinus	Palaechinidae	AMNH 7745-4	"St. Louis, Missouri"	St. Louis Limestone	Visean		Carbonate	Wackestone			"St Louis Missouri, Jesup (can't tell is Jesup is a place or collector)"			"Lane and Brenckle, 2005"		Mississippian	
Melonechinus multiporus	multiporus	Melonechinus	Palaechinidae	AMNH 38609a	"St. Louis, Missouri"	St. Louis Limestone	Visean		Carbonate	Wackestone			"near St. Louis, Missouri"			"Lane and Brenckle, 2005"		Mississippian	
Melonechinus multiporus	multiporus	Melonechinus	Palaechinidae	AMNH 38609b	"St. Louis, Missouri"	St. Louis Limestone	Visean		Carbonate	Wackestone			"near St. Louis, Missouri"			"Lane and Brenckle, 2005"		Mississippian	
Melonechinus multiporus	multiporus	Melonechinus	Palaechinidae	AMNH 38609c	"St. Louis, Missouri"	St. Louis Limestone	Visean		Carbonate	Wackestone			"near St. Louis, Missouri"			"Lane and Brenckle, 2005"		Mississippian	
Melonechinus multiporus	multiporus	Melonechinus	Palaechinidae	AMNH 38609d	"St. Louis, Missouri"	St. Louis Limestone	Visean		Carbonate	Wackestone			"near St. Louis, Missouri"			"Lane and Brenckle, 2005"		Mississippian	
Melonechinus multiporus	multiporus	Melonechinus	Palaechinidae	AMNH 38609e	"St. Louis, Missouri"	St. Louis Limestone	Visean		Carbonate	Wackestone			"near St. Louis, Missouri"			"Lane and Brenckle, 2005"		Mississippian	
Melonechinus multiporus	multiporus	Melonechinus	Palaechinidae	AMNH 38609f	"St. Louis, Missouri"	St. Louis Limestone	Visean		Carbonate	Wackestone			"near St. Louis, Missouri"			"Lane and Brenckle, 2005"		Mississippian	
Melonechinus multiporus	multiporus	Melonechinus	Palaechinidae	AMNH 38068	"St. Louis, Missouri"	St. Louis Limestone	Visean		Carbonate	Wackestone			"near St. Louis, Missouri"			"Lane and Brenckle, 2005"		Mississippian	
Melonechinus multiporus	multiporus	Melonechinus	Palaechinidae	AMNH 7745-2	"St. Louis, Missouri"	St. Louis Limestone	Visean		Carbonate	Wackestone			" St. Louis, Missouri (W. Wheeles, not sure if this is collector or place)"			"Lane and Brenckle, 2005"		Mississippian	
Melonechinus multiporus	multiporus	Melonechinus	Palaechinidae	7745-3	"St. Louis, Missouri"	St. Louis Limestone	Visean		Carbonate	Wackestone			"near St. Louis, Missouri"			"Lane and Brenckle, 2005"		Mississippian	
Palaechinid indet	?	?	Palaechinidae	AMNH 38606	"Clarksville, Tennessee"	St. Louis Limestone	Visean		?	?						"Lane and Brenckle, 2005"		Mississippian	
Lovenechinus sp.	sp.	Lovenechinus	Palaechinidae	AMNH 38607	"Joplin, Missouri"	?	?		Carbonate				"Chitwood Hollow, Joplin Missouri"	Chert		?		?	
Achaeocidaris sp.	sp.	Archaeocidaris	Archaeocidaridae	AMNH 7860	"Chester, Illinois"	Keokuk-Warsaw	Visean		Carbonate	Wackestone		Catalogued as Archaeocidaris shumardiana	"Locality originally read ""Chester, (Warsaw?) Illinois"""			"Lane and Brenckle, 2005"		Mississippian	
Pholidechinus brauni	brauni	Pholidechinus	Lepidocentridae	YPR 321	"Crawfordsville, Indiana"	Edwardsville Formation	Visean		?	?	"Paratype, Jackson 1896,1912"				"I.D. is Uncertain, but this Taxon not included in analyses for substrate affinity, so its uncertain ID doesn't matter for analyses"	"Ausich and Kammer, 2012"		Mississippian	
Lepidesthes wortheni	wortheni	Lepidesthes	Lepidesthidae	YPR 320	"Crawfordsville, Indiana"	Edwardsville Formation	Visean		Siliciclastic	Siltstone	"Hypotype, Jackson, 1912"					"Ausich and Kammer, 2012"		Mississippian	
