Taxon,Species,Genus,Family,Museum Number,Locality,Continent,Country,lat,lng,Latlng_Precision,Group,Formation,Member,Formation_Notes,Age,max_stage,min_stage,Original Order,Finalised_lith,Lithology,Finalised_grainsize,Grain Size,Specimen Info. I eventually stopped recording this.,Publication. I also eventually stopped recording this.,Notes,Preservational State/Notes,More Notes,Strat Citation,,Subperiod,Preservation Score,Description,Period,x,Museum,Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Archaeocidaris urei,urei,Archaeocidaris,Archaeocidaridae,BMNH E 12129,"Yorkshire, England",Europe,England,,,,,,,Carboniferous Limestone,,,,1524,Carbonate,Carbonate,Packstone,Packstone,,,,,,?,,?,2,(interambulacral plates + spines),Mississippian/Pennsylvanian,,"Natural History Museum, London",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Archaeocidaris? sp.,sp.,Archaeocidaris,Archaeocidaridae,Cat 103655,"Yorkshire, England",Europe,England,,,,,,,?,,,,2188,Carbonate,Carbonate,Wackestone,Wackestone,,,,,,,,?,2,interambs,Mississippian/Pennsylvanian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bothriocidaris pahleni,pahleni,Bothriocidaris,Bothriocidaridae,NMHUK 83655,Estonia,Europe,Estonia,,,,,,,?,Caradoc,,,37,,,,,,,,Fragmentary Test,?,?,,NA,,,Ordovician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seilachar specimen (I think is porechinus),?,?,?,Munich ?,?Bundenbach,Europe,Germany,,,,,Hunsrück Shale,,"Unter Devon, Hunsrückschiefer",Emsian,Emsian,Emsian,2216,Siliciclastic,Siliciclastic,Slate,Slate,,,,,,,,-,2,"Ambs, interambs",Devonian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Echinoidea indet sp.,?,?,?,MBE 2547,"Eifel, Germany",Europe,Germany,,,,,,,Middel-devon,Givetian or Eifelian,Givetian,Eifelian,2231,,?,,?,,,,,,,,,1,rotula,Devonian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lepidocentrotus mülleri,mulleri,Lepidocentrus,Lepidocentridae,? Gottingen,"Eifel, Germany",Europe,Germany,,,,,,,?,,,,2609,,?,,?,,,Eifel,,,,,,1,intermbs,Devonian,,,Gottingen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lepidocentrotus sp. (Goettingen specimen),sp.,Lepidocentrotus,Lepidocentridae,GZG.INV. 19996,"Mühlenberg, Bundenback",Europe,Germany,,,,,Hunsrück Shale,,"Unter Devon, Hunsrückschiefer",Emsian,Emsian,Emsian,2215,Siliciclastic,Siliciclastic,Slate,Slate,,,,,,,,-,2,"spines, ambs, interambs",Devonian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eotiaris (Miocidaris) keyserlingi,keyserlingi,Eotiaris,Miocidaridae,MBE6880,unteres Zechstein,Europe,Germany,,,,,,,"Bohrung Hörstgen, NRW, Deutschland",,,,2252,,?,,?,,,,,,,,-,3,Interamb test fragment,Permian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eocidaris laevispina (Sandberger),laevispina,Eocidaris,?,E 9535,"Villmar, near Wiesbaden",Europe,Germany,,,,,,,Stringocephalus Limestone,Givetian,Givetian,Givetian,250,,?,,?,,"Sandberger, pl xxxv, fig. 3",Eifelian Stringocephalus Limestone,,,,,NA,1,(interambulacral plates),Devonian,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eocidaris laevispina (Sandberger),laevispina,Eocidaris,?,E 9532,"Villmar, near Wiesbaden",Europe,Germany,,,,,,,Stringocephalus Limestone,Givetian,Givetian,Givetian,251,,?,,?,,"Sandberger, pl xxxv, fig. 2a",Eifelian Stringocephalus Limestone,,,,,NA,1,(interambulacral plates),Devonian,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eocidaris laevispina (Sandberger),laevispina,Eocidaris,?,E 9534,"Villmar, near Wiesbaden",Europe,Germany,,,,,,,Stringocephalus Limestone,Givetian,Givetian,Givetian,252,,?,,?,,"Sandberger, pl xxxv, fig. 27",Eifelian Stringocephalus Limestone,,,,,NA,1,(interambulacral plates),Devonian,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eocidaris laevispina (Sandberger),laevispina,Eocidaris,?,E 9533,"Villmar, near Wiesbaden",Europe,Germany,,,,,,,Stringocephalus Limestone,Givetian,Givetian,Givetian,253,,?,,?,,"Sandberger, pl xxxv, fig. 2",Eifelian Stringocephalus Limestone,,,,,NA,1,(interambulacral plates),Devonian,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maccoya sphaerica,sphaerica,Maccoya,Palaechinidae,BMNH 36528,"County Kildare, Ireland",Europe,Ireland,,,,,,,Lower Carboniferous,Mississippian,,,1481,Carbonate,Carbonate,,?,,,,,,?,,Mississippian,4,,Mississippian,,"Natural History Museum, London",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maccoya sphaerica,sphaerica,Maccoya,Palaechinidae,"TCD T3, 5C","County Kildare, Ireland",Europe,Ireland,,,,,Hook Head Limestone Formation,,Hook Head Limestone,Tournaisian,Tournaisian,Tournaisian,1774,Carbonate,Carbonate,Wackestone,Wackestone,,,George says Waulsortian Mound. Origianlly said probably County Kildare,,,,,Mississippian,4,"ambs, interambs",Mississippian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palaechinid indet.,?,?,Palaechinidae,Cat 103268,Ireland,Europe,Ireland,,,,,,,Carboniferous Limestone,,,,2090,Carbonate,Carbonate,Wackestone,Wackestone,,,Formation was Carboniferous,,,,,Mississippian,2,interambs,Mississippian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maccoya sphaerica,sphaerica,Maccoya,Palaechinidae,BMNH Pal PI E 361a,"Waterford County, Cork, Ireland",Europe,Ireland,,,,,,,Lower Carboniferous Limestone,,,,1403,Carbonate,Carbonate,Mudstone,mudstone,,,,,,,,Mississippian,4,,Mississippian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maccoya sphaerica,sphaerica,Maccoya,Palaechinidae,BMNH Pal PI E 361b,"Waterford County, Cork, Ireland",Europe,Ireland,,,,,,,Lower Carboniferous Limestone,,,,1404,Carbonate,Carbonate,Mudstone,mudstone,,,,,,,,Mississippian,,,Mississippian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palaechinid indet.,?,?,Palaechinidae,BELUM U25956,"County Fermanagh, Northern Ireland",Europe,Northern Ireland,,,,,,,Carboniferous (visean),Visean or Serpukhovian,Visean,Serpukhovian,1850,Carbonate,Carbonate,Packstone,Packstone,,,,,,Waters et al. 2011,,Mississippian,2,(interambulacral plate + spines),Mississippian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Archaeocidaridae indet. (Archaeocidaris sp.),?,?,Archaeocidaridae,7659,"Fermanagh, Northern Ireland",Europe,Northern Ireland,,,,,,,Carboniferous Limestone,Visean or Serpukhovian,Visean,Serpukhovian,406,,?,,?,,,,,,Waters et al. 2011,,,2,"(ambulacra, interambulacral plates + spines)",Mississippian,x,British Geological Survey ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
archaeocidaris urei,urei,Archaeocidaris,Archaeocidaridae,BGS 16321,"Fermanagh, Northern Ireland",Europe,Northern Ireland,,,,,,,Carboniferous Limestone,Visean or Serpukhovian,Visean,Serpukhovian,1618,Siliciclastic,Siliciclastic,Siltstone,Siltstone,,,,,,Waters et al. 2011,,Mississippian,2,"(ambulacra, interambulacral plates + spines)",Mississippian,,British Geological Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
archaeocidaris urei,urei,Archaeocidaris,Archaeocidaridae,BGS 16322,"Fermanagh, Northern Ireland",Europe,Northern Ireland,,,,,,,Carboniferous Limestone,Visean or Serpukhovian,Visean,Serpukhovian,1619,Siliciclastic,Siliciclastic,Siltstone,Siltstone,,,,,,Waters et al. 2011,,Mississippian,2,(interambulacral plates + spines),Mississippian,,British Geological Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Archaeocidaris urii,urei,Archaeocidaris,Archaeocidaridae,1884.46.153,Auchens Reoch,Europe,Scotland,,,,,,,Carboniferous Limestone,Mississippian or Pennsylvanian,,,1720,Carbonate,Carbonate,Wackestone,Wackestone,,,,,,?,,?,2,"(ambulacra, interambulacral plates, spines + teeth)",Mississippian/Pennsylvanian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Archaeocidarid indet. (Archaeocidaris sp.),?,?,Archaeocidaridae,1882.65.204,"Fife, Scotland, UK",Europe,Scotland,,,,,,,Carboniferous Limestone,,,,450,,?,,?,,,Fife,,,,,?,1,"(interambulacral plates, spines + teeth)",Mississippian/Pennsylvanian,x,NATIONAL MUSEUM OF SCOTLAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Archaeocidaris urii (Archaeocidarid indet.),?,?,Archaeocidaridae,511898,"Fife, Scotland, UK",Europe,Scotland,,,,,,,Carboniferous Limestone,,,,820,Carbonate,Carbonate,Wackestone,Wackestone,,,,,,,,?,2,spines interambs and lantern bits,Mississippian/Pennsylvanian,,Yale Peabody Museum of Natural History,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Archaeocidaris urei,urei,Archaeocidaris,Archaeocidaridae,BMNH E 12128,Lanarkshire,Europe,Scotland,,,,,,,Carboniferous Lower Limestone Series,,,,1514,Carbonate,Carbonate,Packstone,Packstone,,,,,,?,,?,2,(interambulacral plates),Mississippian/Pennsylvanian,,"Natural History Museum, London",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Archaeocidaris sp.,sp.,Archaeocidaris,Archaeocidaridae,MCZ Cat 103657,"near Glasgow, Scotland",Europe,Scotland,,,,,,,Carboniferous,"Serpukhovian, Bashkirian or Moscovian",Serpukhovian,Moscovian,2180,Carbonate,Carbonate,Wackestone,Wackestone,,,,,,Wates et al. 2011,,?,2,"interambs, spines",Mississippian/Pennsylvanian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Archaeocidaris urei,,,,R. 2939,"White Lyme, C 1/2 way between Kaysbank and Lymecrook 1""12 6""",Europe,Scotland,,,,,,,Carboniferous(Penton Series),Visean,Visean,Visean,398,,?,,?,,,,,,"Kammer and Ausich, 2007",,,,,Mississippian,x,British Geological Survey ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bothriocidaris pahleni,pahleni,Bothriocidaris,Bothriocidaridae,?,"Gotland, Sweden",Europe,Sweden,,,,,,,Backsteinkalk glacial erratics,Sandbian,Sandbian,Sandbian,38,,,,,,,,Disarticulated coronal plates,Diplograptus foliaceus graptolite zone,"Botting and Rhebergen, 2011, Bauert et al. 2014, Bergstrom et al. 2016",,NA,,,Ordovician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neobothriocidaris pentlandensis ,pentlandensis,Neobothriocidaris,Bothriocidaridae,SNSB-BSPG 2017 XXV ,Hunninge,Europe,Sweden,,,,,Klinteberg Formation,Hunninge Member,"Klinteberg Formation, Hunninge Member",Homerian,Homerian,Homerian,64,,,,,,,,Disarticulated ambulacral plates,?,,,NA,1,,Silurian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bothriocidaris eichwaldi,eichwaldi,Bothriocidaris,Bothriocidaridae,?,"Öjlemyr glacial erratic boulder at Gotland, Sweden",Europe,Sweden,,,,,Öjlemyr Chert,,Öjlemyr Chert,Katian,Katian,Katian,14,,,,,,,,Disarticulated coronal plates,Amorphognathus ordovicicus conodont zone and Dicellograptus complanatus or M. persculptus graptolite zone,"Reich and Smith, 2009, Schallreuter 1981, Grahn 1982",,NA,,,Ordovician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bothriocidaris parvus,parvus,Bothriocidaris,Bothriocidaridae,?,"Öjlemyr glacial erratic boulder at Gotland, Sweden",Europe,Sweden,,,,,Öjlemyr Chert,,Öjlemyr Chert,Katian,Katian,Katian,16,,,,,,,,Disarticulated coronal plates,Amorphognathus ordovicicus conodont zone and Dicellograptus complanatus or M. persculptus graptolite zone,"Reich and Smith, 2009, Schallreuter 1981, Grahn 1982",,NA,,,Ordovician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neobothriocidaris minor,minor,Neobothriocidaris,Bothriocidaridae,?,"Öjlemyr glacial erratic boulder at Gotland, Sweden",Europe,Sweden,,,,,Öjlemyr Chert,,Öjlemyr Chert,Katian,Katian,Katian,54,,,,,,,,Disarticulated coronal plates,Amorphognathus ordovicicus conodont zone and Dicellograptus complanatus or M. persculptus graptolite zone,"Reich and Smith, 2009, Schallreuter 1981, Grahn 1982",,NA,,,Ordovician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bothriocidaris sp. n. aff. pahleni,n. aff. pahleni,Bothriocidaris,Bothriocidaridae,FGWG 46,"Öjlemyr glacial erratic boulder of Visby, Gotland, Sweden",Europe,Sweden,,,,,Öjlemyr Chert,,Öjlemyr Chert,Katian,Katian,Katian,39,,,,,,,,"Disarticulated interambulacral, ambulacral plates, spines and pedicellariae",Amorphognathus ordovicicus conodont zone and Dicellograptus complanatus or M. persculptus graptolite zone,"Reich and Smith, 2009, Schallreuter 1981, Grahn 1982",,NA,,,Ordovician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Archaeocidaris? sp.,sp.,Archaeocidaris,Archaeocidaridae,(5245-98),"(5245-98), Clark Co. Nevada",North America,USA,,,,,,,?,,,,2887,Carbonate,Carbonate,Packstone,packstone,,,,,,,,?,2,"spines, interambs",Mississippian/Pennsylvanian/Permian,,Los Angeles County Museum of Natural History,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
